06.01.1999	5443.62
07.01.1999	5323.21
08.01.1999	5392.84
11.01.1999	5270.6
12.01.1999	5200.1
13.01.1999	4931.8
14.01.1999	4912.75
15.01.1999	4960.22
18.01.1999	5050.4
19.01.1999	5073.15
20.01.1999	5143.06
21.01.1999	5156.67
22.01.1999	5019.28
25.01.1999	4982.45
26.01.1999	4986.8
27.01.1999	5061.18
28.01.1999	5096.41
29.01.1999	5159.96
01.02.1999	5190.82
02.02.1999	5166.87
03.02.1999	5085.66
04.02.1999	5077.85
05.02.1999	5080.77
08.02.1999	5027.22
09.02.1999	4904.35
10.02.1999	4796.82
11.02.1999	4839.33
12.02.1999	4888.74
15.02.1999	4879.55
16.02.1999	4904.68
17.02.1999	4810.09
18.02.1999	4845.08
19.02.1999	4802.38
22.02.1999	4845.18
23.02.1999	4987.56
24.02.1999	5062.31
25.02.1999	4958.58
26.02.1999	4911.81
01.03.1999	4784.31
02.03.1999	4804.02
03.03.1999	4697.67
04.03.1999	4678.72
05.03.1999	4839.09
08.03.1999	4788.69
09.03.1999	4758.46
10.03.1999	4721.41
11.03.1999	4754.41
12.03.1999	5008.16
15.03.1999	5029.24
16.03.1999	5094.63
17.03.1999	5077.43
18.03.1999	5013.62
19.03.1999	5099.48
22.03.1999	5027.06
23.03.1999	4915.03
24.03.1999	4780.13
25.03.1999	4860.26
26.03.1999	4775.17
29.03.1999	4876.92
30.03.1999	4856.84
31.03.1999	4884.2
01.04.1999	4914.59
02.04.1999	4914.59
05.04.1999	4914.59
06.04.1999	4965.29
07.04.1999	5052.27
08.04.1999	5068.75
09.04.1999	5124.18
12.04.1999	5159.16
13.04.1999	5199.18
14.04.1999	5182.16
15.04.1999	5181.01
16.04.1999	5155.35
19.04.1999	5220.15
20.04.1999	5087.29
21.04.1999	5163.29
22.04.1999	5218.82
23.04.1999	5195.42
26.04.1999	5256.22
27.04.1999	5347.5
28.04.1999	5348.61
29.04.1999	5334.42
30.04.1999	5393.11
03.05.1999	5377.56
04.05.1999	5383.21
05.05.1999	5307.22
06.05.1999	5274.45
07.05.1999	5297.38
10.05.1999	5205.95
11.05.1999	5249.15
12.05.1999	5248.02
13.05.1999	5248.02
14.05.1999	5173.25
17.05.1999	5114.47
18.05.1999	5154.94
19.05.1999	5181.51
20.05.1999	5235.64
21.05.1999	5264.68
24.05.1999	5264.68
25.05.1999	5143.1
26.05.1999	5160.44
27.05.1999	5083.83
28.05.1999	5068.73
31.05.1999	5069.83
01.06.1999	5021.24
02.06.1999	4997.83
03.06.1999	4997.83
04.06.1999	5107.81
07.06.1999	5190.15
08.06.1999	5211.08
09.06.1999	5253.89
10.06.1999	5206.47
11.06.1999	5262.15
14.06.1999	5268.87
15.06.1999	5342.86
16.06.1999	5381.25
17.06.1999	5412
18.06.1999	5430.32
21.06.1999	5468.47
22.06.1999	5468.67
23.06.1999	5399.11
24.06.1999	5327.6
25.06.1999	5301.21
28.06.1999	5356.95
29.06.1999	5359.53
30.06.1999	5378.52
01.07.1999	5480.22
02.07.1999	5519.05
05.07.1999	5625.62
06.07.1999	5612.9
07.07.1999	5588.5
08.07.1999	5607.1
